Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ALLE,Allegion plc,82.02,$7.8B,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle
ALNA,"Allena Pharmaceuticals, Inc.",9.75,$201.06M,2017,n/a,n/a,http://www.nasdaq.com/symbol/alna
AGN,Allergan plc.,174.92,$58.48B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn
AGN^A,Allergan plc.,634.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a
ALE,"Allete, Inc.",76.93,$3.92B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.76,$117.71M,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,225.59,$12.52B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads
AHGP,"Alliance Holdings GP, L.P.",27.81,$1.66B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AMMA,"Alliance MMA, Inc.",1.5499,$16.31M,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
AFB,Alliance National Municipal Income Fund Inc,13.57,$390.07M,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb
AOI,"Alliance One International, Inc.",13.65,$122.51M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi
ARLP,"Alliance Resource Partners, L.P.",19.7,$2.57B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
AWF,Alliance World Dollar Government Fund II,12.84,$1.11B,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,25.65,$2.4B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,43.83,$10.13B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.59,$175.08M,2017,n/a,n/a,http://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,7.1,$628.94M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv
NCZ,AllianzGI Convertible & Income Fund II,6.25,$467.16M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz
ACV,AllianzGI Diversified Income & Convertible Fund,22.29,$229.03M,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,20.76,$575.24M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.41,$1.27B,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
AHPI,"Allied Healthcare Products, Inc.",2.12,$8.51M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",33.33,$315.04M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",3.7,$1.85M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALSN,"Allison Transmission Holdings, Inc.",43.68,$6.19B,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
ALLT,Allot Communications Ltd.,5.33,$176.5M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",12.94,$2.34B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
ALL,Allstate Corporation (The),97.84,$35.36B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.5999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),26.7218,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b
ALL^C,Allstate Corporation (The),26.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c
ALL^D,Allstate Corporation (The),26.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),26.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),26.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f
ALLY,Ally Financial Inc.,26.68,$11.8B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a
AAU,"Almaden Minerals, Ltd.",0.9089,$92.1M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aau
AFAM,Almost Family Inc,51,$712.17M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
ALNY,"Alnylam Pharmaceuticals, Inc.",132.25,$12.13B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
ALDW,"Alon USA Partners, LP",13.16,$822.89M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
AOSL,Alpha and Omega Semiconductor Limited,17.37,$417.54M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
APT,"Alpha Pro Tech, Ltd.",3.95,$59.67M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/apt
GOOG,Alphabet Inc.,1032.48,$717.37B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1049.99,$729.54B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,23.795,$26.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",3.79,$52.23M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
AGD,Alpine Global Dynamic Dividend Fund,10.56,$132.52M,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
AWP,Alpine Global Premier Properties Fund,6.46,$551.74M,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
ALPN,"Alpine Immune Sciences, Inc.",10.23,$40.04M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn
AOD,Alpine Total Dynamic Dividend Fund,9.07,$975.87M,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,29.25,$10.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
AABA,Altaba Inc.,70.22,$62.28B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba
ALTR,Altair Engineering Inc.,19.37,$1.17B,2017,n/a,n/a,http://www.nasdaq.com/symbol/altr
AYX,"Alteryx, Inc.",22,$1.29B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",22.59,$16.65B,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/atus
ALT,"Altimmune, Inc.",2.23,$34.76M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt
AAMC,Altisource Asset Management Corp,80.4,$126.46M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc
ASPS,Altisource Portfolio Solutions S.A.,25.62,$458.72M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
RESI,Altisource Residential Corporation,11,$586.95M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
AIMC,Altra Industrial Motion Corp.,47.725,$1.4B,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
MO,Altria Group,63.91,$121.95B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,19.17,$11.43B,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
AMAG,"AMAG Pharmaceuticals, Inc.",14.05,$495.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMRN,Amarin Corporation plc,3.595,$973.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",15.6725,$110.2M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",1111.6,$535.65B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",16.12,$729.45M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",7.237,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",55.85,$1.86B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMBR,"Amber Road, Inc.",7.36,$199.89M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,6.17,$96.92B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",11.9,$1.56B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
AMCX,AMC Networks Inc.,47.51,$3.02B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
DIT,AMCON Distributing Company,90.4,$61.38M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dit
DOX,Amdocs Limited,63.55,$9.24B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,0.329,$11.93M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,54.84,$1.86B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
UHAL,Amerco,386.66,$7.58B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
AEE,Ameren Corporation,62.19,$15.09B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",7.85,$357.39M,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
ATAX,"America First Multifamily Investors, L.P.",6.2,$373.57M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",17.07,$56.12B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMOV,"America Movil, S.A.B. de C.V.",17.07,$56.12B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",17.25,$56.71B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx
AAL,"American Airlines Group, Inc.",47.44,$22.7B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
AAT,"American Assets Trust, Inc.",38.36,$1.81B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",18.94,$2.11B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,41.87,$5.71B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
ACSF,"American Capital Senior Floating, Ltd.",10.7,$107M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
AEO,"American Eagle Outfitters, Inc.",12.99,$2.3B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",74.08,$36.44B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
AETI,"American Electric Technologies, Inc.",1.55,$13.35M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AEL,American Equity Investment Life Holding Company,29.65,$2.64B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AXP,American Express Company,96.43,$83.7B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",102.76,$9.05B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",26.12,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",26.46,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,21.41,$5.57B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
AMH^C,American Homes 4 Rent,28.3746,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c
AMH^D,American Homes 4 Rent,26.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,26.3999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,26.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^g
AIG,"American International Group, Inc.",62,$56.01B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws
ALN,American Lorain Corporation,0.26,$9.95M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/aln
AMID,"American Midstream Partners, LP",13.25,$685.82M,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
AMNB,"American National Bankshares, Inc.",39.05,$337.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,123.94,$3.34B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,14.265,$770.33M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",20.525,$333.5M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
ARII,"American Railcar Industries, Inc.",39.85,$760.49M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
ARL,"American Realty Investors, Inc.",9.51,$147.54M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",11.46,$358.53M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
AMRB,American River Bankshares,14.95,$95.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMS,American Shared Hospital Services,3.0707,$17.53M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams
AMSWA,"American Software, Inc.",12.33,$366.54M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AWR,American States Water Company,53.8,$1.97B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
AMSC,American Superconductor Corporation,4.06,$77.93M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMT,American Tower Corporation (REIT),142.1,$60.1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
AMT^B,American Tower Corporation (REIT),124.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b
AVD,American Vanguard Corporation,20.95,$623.97M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
AWK,American Water Works,88.76,$15.82B,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
AMWD,American Woodmark Corporation,92.85,$1.51B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",41.75,$307.53M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
USAS,Americas Silver Corporation,3.64,$148.53M,2017,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/usas
APU,"AmeriGas Partners, L.P.",45.2,$4.2B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",159.59,$23.67B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
ABCB,Ameris Bancorp,48.125,$1.79B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",66.1,$1.27B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.25,$77.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,27.7969,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ABC,AmerisourceBergen Corporation (Holding Co),74.8,$16.39B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
ATLO,Ames National Corporation,29.6,$275.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,173.43,$125.89B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",14.45,$2.38B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold
ANFI,Amira Nature Foods Ltd,5.81,$183.07M,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
AMKR,"Amkor Technology, Inc.",11.16,$2.67B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
AMN,AMN Healthcare Services Inc,41.1,$1.97B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AP,Ampco-Pittsburgh Corporation,17.1,$211.36M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
AMPH,"Amphastar Pharmaceuticals, Inc.",19.12,$883.27M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
APH,Amphenol Corporation,87.33,$26.67B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
AMPE,"Ampio Pharmaceuticals, Inc.",1.16,$79.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ampe
IBUY,Amplify Online Retail ETF,37.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
BETR,"Amplify Snack Brands, inc.",6.38,$489.62M,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
APHB,AmpliPhi Biosciences Corporation,1.02,$9.46M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aphb
AXR,AMREP Corporation,7.14,$57.76M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
ASYS,"Amtech Systems, Inc.",13.98,$203.42M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
AME,"AMTEK, Inc.",67.66,$15.62B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
AFSI,"AmTrust Financial Services, Inc.",12.55,$2.46B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
AFSI^A,"AmTrust Financial Services, Inc.",24.2119,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",25.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",22.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",25.724,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",26.67,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
AMRS,"Amyris, Inc.",3.23,$121.47M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
AEUA,Anadarko Petroleum Corporation,37.5,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
APC,Anadarko Petroleum Corporation,49.51,$27.09B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc
ADI,"Analog Devices, Inc.",91.81,$33.76B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
ALOG,Analogic Corporation,80.3,$1B,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
ANAB,"AnaptysBio, Inc.",64.97,$1.32B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,4.35,$183.45M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
ANCB,Anchor Bancorp,24.9,$62.12M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
ANDV,Andeavor,110.17,$17.29B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/andv
ANDX,Andeavor Logistics LP,44.66,$9.65B,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/andx
ANDA,Andina Acquisition Corp. II,10.23,$49.89M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. II,1.05,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. II,12,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. II,0.85,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,12.12,$5.77B,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",17.26,$633.71M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
AU,AngloGold Ashanti Limited,9.24,$3.77B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,121.73,$235.36B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud
ANIP,"ANI Pharmaceuticals, Inc.",61.9,$721.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,53.73,$787.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
AXE,Anixter International Inc.,66.7,$2.22B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,11.23,$13.06B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly
NLY^C,Annaly Capital Management Inc,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,25.4645,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d
NLY^E,Annaly Capital Management Inc,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e
